Study Hours per Week,Attendance Rate,Previous Grades,Participation in Extracurricular Activities,Parent Education Level,Passed
0.8478430992955082,-0.030664082130731303,59.4,0,0,0
1.4430025271573097,-0.8892429099939062,59.4,1,0,1
-0.1440892804741606,0.9570243439073567,93.9,1,1,0
1.046229575249442,0.8085483060062063,63.2,0,2,1
0.34085543852434436,0.26628799367156936,58.0,1,4,0
-0.7612916501086211,0.07907907631794535,63.2,1,1,0
0.34085543852434436,0.2404660740365872,71.4,1,3,1
1.641389003111243,-1.6380785794084045,70.8,0,2,1
-0.10000339692884176,-0.043575041948222835,71.7,0,3,0
1.6634319448839026,1.7575038525918207,74.0,1,4,1
-0.03387457161086408,-2.186794371651787,43.1,1,3,1
0.8478430992955082,0.12426743567916433,72.7,1,4,1
0.03225425370711399,0.989301743451085,67.8,1,4,1
-0.38656163997341286,0.07907907631794535,55.7,0,2,1
0.054297195479773214,1.809147691861786,66.6,1,0,1
-2.2381687488767947,0.4212195114814659,63.4,1,1,1
-0.2983898728827756,0.918291464454883,64.7,1,4,1
0.34085543852434436,-2.2061608113780236,67.6,1,3,1
1.5752601777932649,0.07907907631794535,39.8,1,3,0
-0.9376351842898956,0.45349691102519424,74.8,1,2,1
-0.6069910577000059,0.6213393886525814,68.7,1,4,1
0.9580578081588046,0.2921099133065524,54.1,0,3,0
0.2967695549790255,0.2404660740365872,52.1,0,3,0
-0.6290339994726651,0.3824866320289913,67.7,0,2,1
0.5171989727056185,-1.115184706800005,77.0,1,4,0
0.054297195479773214,-0.050030521856968144,84.6,0,2,0
1.0021436917041235,0.07907907631794535,76.5,0,0,1
-0.827420475426599,-0.553557954739131,72.7,0,0,1
-0.4086045817460721,1.789781252135549,26.9,1,4,1
-0.4967763488367094,0.014524277230488599,65.2,1,4,0
-1.6650522627876525,1.015123663086068,65.2,1,1,0
0.27472661320636627,0.3953975918464828,54.8,1,1,1
0.23064072966104782,-0.2501503990280846,200.0,0,3,1
-0.055917513383523305,-1.0570853876212938,49.1,0,1,1
-0.32043281465543483,-0.2695168387543214,91.5,1,1,0
-0.5188192906093686,0.9957572233598303,61.8,1,0,0
-0.03387457161086408,0.40185307175522905,54.1,0,2,1
-0.9376351842898956,1.0861339420822702,52.0,1,0,0
-0.2322610475647979,-1.7155443383133524,71.2,0,4,1
0.3849413220696628,1.363719578158334,77.3,0,4,1
2.0161190132464513,-1.21201690543119,47.3,0,1,1
0.14246896257041053,1.5186510959682304,65.8,0,3,1
0.23064072966104782,0.07907907631794535,63.3,1,1,1
-0.1440892804741606,-2.1674279319255496,58.2,0,3,1
-0.03387457161086408,1.1958771005309468,51.0,0,0,0
-0.07796045515618254,1.5315620557857221,81.6,0,2,0
0.010211311934454764,0.07907907631794535,49.5,1,0,1
2.655364324653571,-0.7472223520015012,45.5,0,1,0
-0.2763469311101164,0.4793188306601764,81.5,0,1,1
0.27472661320636627,1.1442332612609816,68.0,1,0,1
-1.3344081361977629,0.776270906462478,63.8,1,4,1
1.2005301676580569,-0.3017942382980498,55.6,1,2,1
0.7817142739775305,1.5251065758769757,87.3,0,4,1
0.8258001575228489,1.5315620557857221,61.4,1,2,1
-1.047849893153192,0.04680167677421697,73.0,1,0,1
1.487088410702628,-0.7665887917277385,64.7,0,4,0
-1.5989234374696746,0.07907907631794535,86.6,1,4,0
0.5833277980235966,0.07907907631794535,68.1,1,2,1
2.368806081609,1.4734627366070105,82.4,0,2,0
-0.03387457161086408,0.22109963431034943,73.1,1,1,0
-0.6731198830179838,-0.011297642404494464,56.7,1,4,1
0.054297195479773214,-2.038318333750636,65.0,0,3,1
-0.6069910577000059,0.13717839549665586,61.8,1,3,1
-1.7752669716509493,-1.2894826643361377,56.4,0,0,0
0.010211311934454764,0.45349691102519424,48.8,1,2,0
-1.2241934273344663,1.7768702923180575,85.4,1,3,1
0.4731130891603001,-1.0183525081688198,34.1,1,2,0
-1.0698928349258512,0.5567845895651247,85.0,1,0,0
1.641389003111243,1.5380175356944674,44.9,0,4,1
-0.9155922425172363,0.5309626699301425,73.1,1,1,1
-0.4086045817460721,-0.43090383647296326,56.2,0,2,1
0.8478430992955082,0.259832513762824,40.0,1,2,1
-1.4225799032884003,1.4799182165157558,82.2,1,4,1
0.18655484611572898,0.5890619891088531,29.0,0,1,1
1.3768737018393316,0.2404660740365872,76.9,1,1,0
-1.8193528551962677,1.7381374128655829,66.9,1,0,1
0.14246896257041053,0.9118359845461368,80.8,1,2,1
0.23064072966104782,-1.308849104062375,74.4,0,0,1
0.8037572157501897,1.060312022447287,74.2,0,4,0
-1.4225799032884003,1.4734627366070105,78.5,1,4,1
-1.5107516703790373,-1.3475819835148493,65.2,0,1,0
0.5171989727056185,-2.6838663246252037,65.2,1,0,0
0.27472661320636627,-1.0958182670737675,60.0,1,0,0
0.23064072966104782,0.11781195577041902,61.6,0,3,1
0.3188124967516847,1.5509284955119589,66.6,1,4,1
0.2085977878883882,0.963479823816102,97.8,1,2,1
0.27472661320636627,-3.484345833309667,63.7,0,2,0
-0.8494634171992582,0.4793188306601764,47.8,1,1,0
1.9940760714737922,-0.27597231866306676,63.2,0,3,0
0.4731130891603001,0.07907907631794535,52.4,1,3,0
-1.3784940197430815,-2.193249851560532,94.4,0,2,1
-0.03387457161086408,0.07907907631794535,66.5,1,4,1
-1.1360216602438293,-2.2061608113780236,74.5,1,2,0
0.8037572157501897,-0.46318123601669164,72.7,1,3,1
1.2225731094307166,-1.9479416150281967,79.2,1,4,1
-0.9596781260625548,0.07907907631794535,68.6,0,4,0
0.406984263842322,-0.024208602221985995,65.7,1,0,0
0.8478430992955082,0.18882223476662108,46.6,1,3,0
-0.32043281465543483,1.6090278146906694,91.9,1,2,0
-0.8935493007445768,1.0732229822647785,76.0,1,4,0
-1.0258069513805328,1.4347298571545368,63.4,1,2,0
-0.9596781260625548,-1.3282155437886118,65.2,0,3,1
-0.1440892804741606,1.7123154932306008,55.9,1,0,0
0.3188124967516847,1.5638394553294503,70.1,1,3,1
0.252683671433707,-0.050030521856968144,60.5,0,2,0
0.8478430992955082,1.4024524576108086,61.9,1,4,0
-0.03387457161086408,0.6019729489263446,70.9,0,1,1
1.553217236020606,-1.8123765369445375,73.6,1,4,1
-0.3424757564280944,0.008068797321742375,62.0,0,2,1
-0.03387457161086408,-0.37280451729425185,52.5,0,2,1
0.6274136815689151,0.35666471239400915,92.5,0,2,1
-1.0037640096078735,1.5638394553294503,66.5,1,1,1
-1.2462363691071259,0.07907907631794535,49.4,1,2,0
0.4731130891603001,-0.3276161579330329,49.7,0,1,0
-0.2983898728827756,-0.811777151088958,94.9,1,1,0
0.7376283904322116,-0.7601333118189928,102.0,0,0,0
0.4731130891603001,-0.8182326309977037,70.0,1,3,0
-0.1440892804741606,0.3372982726677723,55.8,1,4,1
-0.9817210678352142,0.9247469443636283,65.2,0,1,1
-1.7311810881056304,0.6988051475575296,60.4,0,1,1
0.18655484611572898,0.07907907631794535,64.5,1,4,1
-1.4225799032884003,0.4212195114814659,63.7,0,2,1
0.14246896257041053,1.5638394553294503,61.7,1,1,0
0.36289838029700355,1.4928291763332475,79.2,1,0,0
-1.0258069513805328,0.07907907631794535,62.1,0,0,0
0.12042602079775129,0.9699353037248482,95.8,1,3,1
0.010211311934454764,-0.8440545506326863,97.2,1,0,1
-0.03387457161086408,0.6407058283788183,59.3,1,2,0
0.34085543852434436,0.5696955493826162,59.6,1,1,1
0.5612848562509374,1.2991647790708771,64.3,0,2,1
1.1344013423400792,-0.8827874300851605,55.4,0,1,1
1.11235840056742,0.07907907631794535,77.8,0,0,1
-1.5768804956970155,0.25337703385407784,82.8,1,3,1
-1.0919357766985107,1.3314421786146056,84.3,0,1,1
0.5171989727056185,0.6471613082875645,61.9,1,2,0
0.5171989727056185,0.40830855166397434,61.7,1,1,1
0.5171989727056185,0.5503291096563794,35.1,1,2,1
4.198370248739723,0.07907907631794535,55.1,0,2,1
0.5833277980235966,0.07907907631794535,51.0,1,4,0
1.2005301676580569,-2.354636849279174,48.4,1,3,0
0.6714995651142339,0.30502087312404397,60.4,1,0,0
-0.4086045817460721,0.020979757139233907,64.6,0,1,0
0.7817142739775305,-2.806520442891371,85.4,1,2,1
-0.9155922425172363,0.9957572233598303,82.5,0,2,0
-0.5849481159273467,-0.8311435908151953,71.4,1,1,0
0.03225425370711399,0.29856539321529774,53.0,0,1,0
2.5010637322449565,-0.13395176067066264,67.2,0,2,1
-2.105911098240839,-1.999585454298162,65.2,1,0,1
0.6935425068868931,0.36312019230275444,57.7,0,2,1
-1.841395796968927,0.9957572233598303,50.2,0,2,1
-0.5849481159273467,-0.46318123601669164,65.8,0,1,1
1.1344013423400792,0.5826065092001077,84.8,1,4,1
0.010211311934454764,0.38894211193773753,95.1,1,3,1
-1.2462363691071259,1.5961168548731788,55.8,1,1,0
-0.8494634171992582,0.11135647586167371,67.0,0,3,1
-0.03387457161086408,1.2797983393446404,69.1,0,0,1
-0.03387457161086408,-0.1597736803056448,43.7,1,3,0
0.18655484611572898,0.07907907631794535,42.9,0,0,0
-0.011831629838204854,-0.3147051981155413,69.9,0,0,0
-0.7833345918812803,-0.637479193552825,59.4,0,1,0
2.3026772562910223,0.11781195577041902,44.0,0,4,0
0.6494566233415743,-0.695578512731536,65.2,0,0,1
-0.03387457161086408,-1.366948423241086,65.9,1,2,0
0.14246896257041053,1.1894216206222006,65.2,0,3,0
-0.7833345918812803,-3.7102876301157655,48.6,1,3,0
0.891928982840827,-0.6826675529140445,39.4,0,0,0
-0.9376351842898956,-1.483147061598508,56.0,1,2,0
-0.18817516401947906,0.4276749913902112,65.7,0,2,0
0.4951560309329593,-2.5805786460852724,54.4,1,1,0
0.891928982840827,0.9570243439073567,48.5,1,4,1
-1.3784940197430815,0.07907907631794535,59.4,0,2,1
-0.4306475235187313,-1.8640203762145031,65.5,1,1,1
-0.5849481159273467,0.49222979047766796,86.2,1,4,0
-0.7833345918812803,0.9118359845461368,67.3,1,4,1
1.8838613626104956,1.460551776789519,43.0,1,2,1
0.3849413220696628,-1.6509895392258955,34.7,1,3,0
-1.4446228450610594,-1.8317429766707747,28.2,1,3,1
0.9580578081588046,0.07907907631794535,70.1,1,0,1
2.2806343145183634,-0.811777151088958,49.2,0,1,0
1.0903154587947603,-0.43090383647296326,72.5,1,3,0
-1.7311810881056304,0.07907907631794535,65.2,0,1,1
-0.5849481159273467,-1.2636607447011552,73.9,0,0,0
1.3327878182940132,-0.09521888121818804,61.6,1,2,0
-0.827420475426599,1.3959969777020624,92.7,0,2,1
0.42902720561498126,-1.5864347401384389,58.1,1,3,0
0.8037572157501897,-0.39862643692923494,51.5,0,3,0
-1.0698928349258512,-1.2055614255224443,70.0,0,4,1
-0.12204633870150138,-0.753677831910247,76.6,1,3,1
-0.03387457161086408,1.7768702923180575,26.2,0,0,1
-1.1801075437891477,0.07907907631794535,81.7,0,0,0
-0.3424757564280944,0.5826065092001077,40.6,1,2,1
-1.4225799032884003,0.9312024242723737,34.2,0,3,1
1.7516037119745396,0.8989250247286452,59.8,1,1,0
-1.6430093210149934,-0.6181127538265877,49.1,1,4,1
-0.540862232382028,0.5567845895651247,71.2,0,1,0
0.09838307902509168,-1.425047742419797,70.3,0,2,1
1.5311742942479465,-0.9925305885338371,69.6,0,2,0
-1.6430093210149934,0.13717839549665586,83.4,0,3,1
1.2225731094307166,-1.1216401867087507,60.3,1,1,0
-0.03387457161086408,-0.6697565930965534,40.0,0,3,1
0.45107014738764084,1.7252264530480923,79.4,1,4,1
0.16451190434306975,0.07907907631794535,57.5,1,1,1
-0.7172057665633025,0.2017331945841126,60.7,0,3,0
0.010211311934454764,0.9957572233598303,59.9,1,4,1
-0.4747334070640502,-0.4825476757429285,63.5,0,4,0
0.07634013725243244,-2.4191916483666307,59.5,1,2,0
0.6714995651142339,-0.9086093497201431,32.5,0,0,0
1.6854748866565614,0.07907907631794535,83.6,1,2,1
-1.4225799032884003,0.4276749913902112,55.2,1,1,1
2.3026772562910223,0.11781195577041902,59.4,0,4,1
-2.2161258071041354,-0.11458532094442489,62.1,1,0,1
-0.2322610475647979,-0.49545863556042,72.9,1,2,0
0.5833277980235966,0.6923496676487844,57.6,1,4,1
0.252683671433707,-1.5154244611422363,81.0,1,0,0
-0.7392487083359617,1.2797983393446404,93.1,0,2,1
-0.2763469311101164,-0.5083695953779116,89.5,1,4,1
-0.6069910577000059,0.07907907631794535,68.8,0,1,0
-0.6951628247906433,-0.1597736803056448,56.4,0,1,0
0.8698860410681674,-0.37280451729425185,56.0,0,2,0
0.34085543852434436,-0.4825476757429285,59.5,1,2,1
-0.827420475426599,-0.3598935574767612,52.2,0,0,1
0.9360148663861454,1.0280346229035586,71.2,1,0,0
0.27472661320636627,0.1952777146753673,65.2,1,4,0
0.8478430992955082,1.5186510959682304,64.8,0,1,1
0.6274136815689151,0.84728118545868,60.4,0,1,0
-0.9596781260625548,0.28565443339780616,65.2,1,0,1
-0.6731198830179838,0.7310825471012581,68.8,0,4,0
0.7596713322048708,1.789781252135549,59.7,0,0,1
0.6274136815689151,1.0925894219910155,62.8,1,2,1
-0.07796045515618254,0.6084284288350899,62.8,1,2,0
0.07634013725243244,0.7956373461887148,75.1,0,3,1
1.3548307600666718,-1.2442943049749184,53.3,1,0,0
-0.7172057665633025,0.07907907631794535,58.0,0,4,1
0.5392419144782777,0.9312024242723737,36.5,1,1,1
-0.2763469311101164,1.060312022447287,48.9,0,3,0
1.1564442841127385,-2.7225992040776776,58.4,1,1,1
0.8478430992955082,-0.09521888121818804,35.6,1,2,0
0.8478430992955082,0.34375375257651763,72.9,0,4,1
1.3768737018393316,-0.8182326309977037,51.8,0,2,0
-0.03387457161086408,0.07907907631794535,40.7,0,1,0
0.6935425068868931,-0.19205107984937317,70.5,1,3,0
-0.4086045817460721,1.2410654598921667,77.5,1,3,0
0.2967695549790255,0.07907907631794535,200.0,0,2,1
-0.2102181057921383,0.4664078708426858,75.2,0,2,0
0.054297195479773214,-0.4825476757429285,61.8,0,4,1
0.6053707397962559,-0.21787299948435623,61.2,1,2,0
-0.9596781260625548,0.376031152120246,48.2,0,0,1
2.2585913727457037,0.5309626699301425,62.7,0,4,0
-1.4005369615157408,-0.32116067802428666,98.8,0,3,1
1.2225731094307166,0.9312024242723737,72.8,1,3,0
0.8258001575228489,0.8279147457324432,65.2,1,0,0
0.6274136815689151,-0.26306135884557613,82.7,0,0,1
0.6274136815689151,-1.9737635346631794,78.3,0,1,1
-0.07796045515618254,-0.895698389902652,43.2,1,1,1
-1.047849893153192,0.07907907631794535,74.9,0,2,1
0.03225425370711399,-1.941486135119451,66.5,0,0,1
-0.8053775336539397,0.07907907631794535,54.5,1,1,0
1.0241866334767826,-1.986674494480671,49.5,1,3,1
-0.2102181057921383,-0.753677831910247,62.8,0,1,1
-0.9596781260625548,-0.23723943921059307,64.8,0,1,1
-0.4086045817460721,0.07907907631794535,82.2,0,0,0
0.406984263842322,0.2791989534890609,31.2,0,4,0
-0.6731198830179838,-0.030664082130731303,46.1,0,4,1
-0.9596781260625548,-0.9602531889901088,67.9,1,1,1
0.2085977878883882,0.918291464454883,62.9,1,2,0
0.2085977878883882,-0.41799287665547175,66.7,1,1,1
-0.6069910577000059,-0.050030521856968144,58.1,0,3,0
-0.5849481159273467,-0.21787299948435623,68.7,1,3,1
0.2085977878883882,1.17651066080471,41.2,0,1,1
-1.6430093210149934,1.2281545000746752,96.5,1,2,0
-1.5989234374696746,-0.9021538698113973,71.3,1,3,0
-0.8494634171992582,-0.5600134346478768,71.9,1,2,0
-0.2983898728827756,-0.6891230328227903,49.0,1,3,0
0.2967695549790255,0.4857743105689226,65.2,0,0,0
1.5752601777932649,1.4153634174282992,72.7,1,1,0
0.891928982840827,0.4986852703864142,59.7,0,2,0
-0.2322610475647979,-2.5805786460852724,69.0,0,2,0
-0.07796045515618254,0.07907907631794535,53.3,0,2,1
-1.1580646020164886,-1.4960580214159995,44.9,0,1,1
-0.07796045515618254,-0.6762120730052987,81.7,0,0,1
-0.36451869820075367,0.5051407502951595,51.6,1,2,0
0.2967695549790255,0.13717839549665586,78.6,0,3,0
-0.9596781260625548,1.3766305379758255,52.4,1,4,1
0.5171989727056185,-0.5406469949216399,65.2,1,2,1
1.641389003111243,-0.9989860684425824,59.2,0,4,0
-0.16613222224681984,-0.15331820039689947,61.8,1,0,0
0.3849413220696628,1.505740136150739,76.4,0,3,1
0.7155854486595523,1.060312022447287,89.5,0,1,0
-0.03387457161086408,0.35666471239400915,62.1,1,3,0
-0.03387457161086408,0.07907907631794535,66.8,1,2,0
-0.03387457161086408,1.7252264530480923,61.0,0,4,0
0.054297195479773214,1.266887379527149,66.3,0,3,1
-0.03387457161086408,-1.2765717045186467,54.2,1,3,0
-0.03387457161086408,1.2604318996184036,49.5,1,4,1
0.4951560309329593,-0.011297642404494464,69.9,1,0,1
1.553217236020606,0.07907907631794535,68.3,0,2,1
1.0021436917041235,0.07907907631794535,82.0,1,1,1
2.3247201980636816,0.027435237047979216,65.7,1,2,1
-0.8935493007445768,-0.5600134346478768,64.3,1,0,1
0.9139719246134862,0.4664078708426858,72.8,1,1,0
0.14246896257041053,0.020979757139233907,200.0,0,2,1
2.3467631398363404,0.5309626699301425,62.6,1,4,0
-0.9376351842898956,0.963479823816102,26.4,0,1,0
-0.9817210678352142,-0.13395176067066264,49.2,1,1,0
-0.7172057665633025,-0.7020339926402818,81.1,0,0,0
-0.03387457161086408,-2.341725889461683,65.2,0,3,1
-0.6290339994726651,1.2410654598921667,85.0,1,1,1
-0.8935493007445768,0.3502092324852629,58.4,0,1,0
0.12042602079775129,0.020979757139233907,60.1,1,4,0
0.3188124967516847,1.7575038525918207,76.1,1,2,1
2.0161190132464513,-1.4185922625110512,74.0,0,4,0
-0.03387457161086408,0.31793183294153454,65.2,0,2,1
-0.6951628247906433,-0.9989860684425824,65.6,0,2,1
-1.047849893153192,1.0925894219910155,64.2,1,1,0
0.4951560309329593,-2.6257670054464923,47.7,0,0,0
-1.5107516703790373,1.2862538192533857,56.0,1,2,0
1.9720331297011326,1.2346099799834205,69.0,0,3,1
1.2446160512033757,-0.9473422291726172,61.7,1,0,0
-0.5629051741546873,0.33084279275902606,79.0,1,0,0
-0.03387457161086408,-0.9150648296288889,91.4,0,3,0
1.4430025271573097,0.8020928260974601,79.2,0,2,1
-0.7172057665633025,1.6606716539606354,55.7,0,2,0
-0.03387457161086408,0.07907907631794535,56.8,0,1,0
-0.011831629838204854,0.8860140649111546,46.5,1,4,0
-0.5629051741546873,0.9828462635423397,41.7,0,1,0
0.6274136815689151,0.07907907631794535,84.2,1,2,1
-1.2241934273344663,0.4793188306601764,69.0,0,3,0
-0.2102181057921383,0.6988051475575296,73.0,1,1,0
0.07634013725243244,0.008068797321742375,63.1,0,4,0
0.5171989727056185,0.07907907631794535,93.3,1,1,1
0.7376283904322116,0.4728633507514311,91.4,1,2,1
-1.2903222526524443,0.6407058283788183,64.7,0,3,1
-1.7532240298782897,0.040346196865470745,64.6,1,4,0
-0.03387457161086408,0.16945579504038424,61.7,0,4,1
0.3188124967516847,0.07907907631794535,48.3,0,2,1
-0.8715063589719176,0.43413047129895743,58.9,1,2,0
1.6634319448839026,0.4664078708426858,60.3,0,0,1
0.07634013725243244,0.4793188306601764,31.7,0,2,0
1.2446160512033757,-0.22432847939310152,30.8,0,2,0
0.010211311934454764,-1.5735237803209479,64.0,1,2,1
2.2145054892003855,0.07907907631794535,77.5,1,2,1
1.8838613626104956,0.07907907631794535,53.4,1,2,1
-0.32043281465543483,1.860791531131751,91.2,0,2,0
1.0241866334767826,-1.1410066264349874,60.8,1,2,1
0.6494566233415743,0.07907907631794535,52.3,0,0,0
1.4430025271573097,0.07907907631794535,43.6,0,4,1
-1.1139787184711698,1.5961168548731788,66.5,1,1,0
-0.03387457161086408,0.07907907631794535,34.8,0,1,1
-0.03387457161086408,1.2797983393446404,53.8,1,2,1
-1.9956963893775423,-0.8440545506326863,65.7,1,0,0
-1.3564510779704224,0.07907907631794535,44.0,1,1,1
-0.03387457161086408,0.07907907631794535,57.2,1,4,0
-0.3424757564280944,-0.5212805551954026,65.4,0,3,1
0.7376283904322116,0.6536167881963098,46.7,1,1,1
-0.03387457161086408,0.84728118545868,79.1,0,3,1
1.7295607702018807,-2.064140253385619,65.2,1,0,1
-1.9295675640595642,0.9570243439073567,63.1,0,0,1
-0.12204633870150138,1.2152435402571837,70.2,0,2,0
0.36289838029700355,1.2991647790708771,60.5,0,2,1
-0.10000339692884176,0.5696955493826162,54.2,0,0,1
-0.03387457161086408,-0.24369491911933838,49.1,1,2,0
-0.1440892804741606,0.8924695448198999,65.2,1,2,1
-1.488708728606378,-0.14040724057940795,56.3,0,3,0
0.6714995651142339,1.408907937519554,65.2,1,2,0
0.34085543852434436,0.7956373461887148,80.7,0,4,1
-1.0919357766985107,0.16945579504038424,67.2,1,1,0
-0.6290339994726651,-0.7472223520015012,49.7,1,2,0
-0.12204633870150138,0.9699353037248482,50.5,0,2,0
1.0021436917041235,0.07907907631794535,65.2,0,0,0
-0.03387457161086408,0.9247469443636283,56.8,1,1,1
0.4951560309329593,1.034490102812305,61.9,1,0,0
-0.6510769412453246,-1.6445340593171498,55.7,1,1,1
-0.9376351842898956,0.6471613082875645,65.2,0,2,1
-0.16613222224681984,-0.1597736803056448,74.8,1,3,1
-1.2021504855618073,1.3120757388883688,54.4,1,4,1
-0.6731198830179838,0.6794387078312929,62.4,1,3,0
-1.3784940197430815,1.5186510959682304,57.9,1,1,1
2.104290780337089,0.07907907631794535,50.2,0,3,1
-0.011831629838204854,-0.7859552314539754,67.4,1,4,0
-0.827420475426599,1.4670072566982653,36.8,1,1,0
0.18655484611572898,1.13132230144349,50.6,0,0,1
-0.18817516401947906,0.07907907631794535,65.2,1,4,0
-0.2983898728827756,1.1571442210784721,51.4,0,4,0
0.6274136815689151,1.0215791429948133,48.7,1,0,0
0.7817142739775305,1.344353138432097,65.2,0,2,0
-0.6510769412453246,1.4347298571545368,60.6,0,0,1
-0.6951628247906433,0.07907907631794535,59.4,1,1,1
-0.36451869820075367,-0.811777151088958,64.8,1,3,0
-0.03387457161086408,-0.2566058789368299,68.5,1,2,0
-1.7311810881056304,0.07907907631794535,71.1,0,3,1
1.4430025271573097,-2.283626570282972,52.9,0,3,1
1.7516037119745396,0.13717839549665586,65.9,0,4,0
-0.32043281465543483,0.4405859512077027,61.1,0,0,0
0.5833277980235966,0.020979757139233907,63.4,0,1,1
0.2967695549790255,0.07907907631794535,58.1,1,0,0
3.3386955196060093,0.8601921452761716,53.0,1,0,1
1.1784872258853978,-0.2501503990280846,61.3,1,3,1
-0.18817516401947906,-0.5729243944653684,57.9,0,3,0
-1.1139787184711698,0.6084284288350899,69.5,0,3,1
-1.8193528551962677,1.7510483726830743,79.2,1,0,1
0.16451190434306975,0.07907907631794535,50.9,0,2,0
-0.03387457161086408,0.07262359640919912,56.9,0,4,1
-1.6209663792423339,-0.6503901533703161,99.8,0,2,0
-0.7612916501086211,0.7310825471012581,37.7,1,1,0
-1.2462363691071259,0.660072268105056,40.8,1,0,1
1.795689595519858,-0.6891230328227903,80.8,0,3,0
0.9139719246134862,1.5702949352381956,93.7,1,1,1
-0.055917513383523305,0.07907907631794535,86.8,1,1,0
1.5752601777932649,0.31147635303278925,69.7,1,4,1
0.03225425370711399,0.634250348470073,58.5,0,3,0
-1.0037640096078735,-1.1797395058874616,60.9,1,1,1
1.6193460613385842,1.1958771005309468,71.0,0,2,0
-0.03387457161086408,0.84728118545868,79.0,0,4,1
-1.2021504855618073,-0.1726846401231363,73.0,0,4,1
-0.2763469311101164,-0.7149449524577729,34.8,0,2,0
-1.0258069513805328,0.07907907631794535,47.4,0,0,0
-1.5768804956970155,0.7439935069187497,69.2,0,2,1
2.0381619550191106,1.3508086183408425,65.2,0,3,0
-1.5989234374696746,0.5438736297476332,78.1,0,3,1
0.5612848562509374,0.3243873128502808,68.9,0,2,1
-0.7833345918812803,1.5121956160594843,88.2,0,1,0
-0.5849481159273467,0.07907907631794535,79.6,1,4,0
-0.7172057665633025,0.07907907631794535,55.7,0,4,1
